Year,Aruba,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkiye,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Viet Nam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1996,128000000.0,4245293204.99192,,,110000000.0,25000000.0,,,,4449000000.0,26000000.0,,,8545000000.0,11777000000.0,115000000.0,,,51000000.0,,251000000.0,314000000.0,298000000.0,279000000.0,,142000000.0,38000000.0,,87000000.0,4988000000.0,114000000.0,,,92000000.0,44000000.0,13815000000.0,13545025029.803,9798000000.0,,977000000.0,,347000000.0,155000000.0,,86000000.0,1431000000.0,,24000000.0,357000000.0,954540381.296796,,,,500428497.314453,,64725000000.0,17299999.2370605,,4140000000.0,313000000.0,,,,,,,313000000.0,1382000000.0,186877807285.174,,6332000000.0,141000000.0,30000000.0,204851158352.5,,2760000000.0,88000000.0,22049000000.0,,,168000000.0,32298000000.0,,59000000.0,,37000000.0,15500000.0,4699999.80926514,13000000.0,1396000000.0,,,163000000.0,,65000000.0,418114449856.551,11461000000.0,110000000.0,2918548803.43796,,,1491000000.0,,,,,,3934159169.76208,,,,,274000000.0,,312000000.0,2849000000.0,18619000000.0,181000000.0,630000000.0,46800000000.0,364000000.0,205000000.0,7000000.0,31000000.0,,,8291000000.0,2779000000.0,18076563733.0594,28000000.0,,,85000000.0,,23872464675.6409,,,,267000000.0,,,16000000.0,,270000000.0,,407000000.0,,,353000000.0,,77000000.0,89000000.0,48000000.0,,3963000000.0,,,30000000.0,69000000.0,244000000.0,,,,37000000.0,,,41000000.0,205000000.0,64000000.0,3032000000.0,71708271297.4779,,,59000000.0,1318000000.0,79000000.0,13709000000.0,4759000000.0,155000000.0,,1466000000.0,367990634056.026,,,1018000000.0,210000000.0,492000000.0,1287000000.0,,,6357000000.0,,1137000000.0,,2701000000.0,185000000.0,,,391089563391.645,,,716000000.0,,19000000.0,,,28000000.0,127000000.0,5015000000.0,18500000.0,36500000.0,102000000.0,,,,,,,,,38000000.0,517000000.0,638000000.0,7642000000.0,44000000.0,,31000000.0,,174000000.0,49000000.0,,,19000000.0,4735000000.0,,74000000.0,21624399434.3463,,,,,,98000000.0,282000000.0,,,,,405000000.0,,339000000.0,65477000000.0,,,2336000000.0,,,,10000000.0,525332403372.724,8899999.61853027,,,2322000000.0,,118000000.0
1997,161000000.0,4563721660.62873,,,125000000.0,13000000.0,,,,4973000000.0,45000000.0,,,8880000000.0,10672000000.0,193000000.0,,,34000000.0,,314000000.0,355000000.0,318000000.0,310000000.0,,122000000.0,30000000.0,,96000000.0,6208000000.0,120000000.0,,,104000000.0,51000000.0,14151000000.0,12842246567.7461,8944000000.0,,1132000000.0,9220000000.0,317000000.0,175000000.0,,68000000.0,1560000000.0,,25000000.0,401000000.0,1023812069.48439,,,,511000000.0,,59000000000.0,17100000.3814697,,4194000000.0,339000000.0,,,,,,,331000000.0,1431000000.0,175631815115.764,,6163000000.0,162000000.0,48000000.0,192590179340.986,,2541000000.0,87000000.0,,,4599999.90463257,156000000.0,35954000000.0,171000000.0,61000000.0,,39000000.0,17000000.0,3500000.0,7000000.0,1537000000.0,,,146000000.0,,69000000.0,414458548438.846,12678000000.0,115000000.0,2962886615.8799,,,1511000000.0,,,,,,4065336508.27846,,,,,396000000.0,,327000000.0,2952000000.0,19676000000.0,205000000.0,635000000.0,41381000000.0,494000000.0,152000000.0,11000000.0,28000000.0,,,8039000000.0,2684000000.0,20927488971.9121,27000000.0,,,286000000.0,,25966122508.8934,2964109748.56565,,,280000000.0,,,17000000.0,,289000000.0,,379000000.0,,,363000000.0,,75000000.0,101000000.0,51000000.0,,4554000000.0,,,33000000.0,65000000.0,216000000.0,38000000.0,,,19000000.0,,,53000000.0,194000000.0,81000000.0,3158000000.0,77864229057.6798,,,50000000.0,1840000000.0,86000000.0,12555000000.0,4756000000.0,141000000.0,,1461000000.0,364354063426.519,,,591000000.0,243000000.0,608000000.0,1969000000.0,,,5855000000.0,,1235000000.0,,2491000000.0,211000000.0,,,387366131127.706,,,699000000.0,,22000000.0,,,33000000.0,128000000.0,4358000000.0,14800000.1907349,18100000.3814697,,,,,,,,,,41000000.0,484000000.0,554000000.0,6850000000.0,40000000.0,,31000000.0,,235000000.0,53000000.0,,,14000000.0,3752000000.0,,127000000.0,23451239137.6438,,,,,,97000000.0,266000000.0,,,424000000.0,,462000000.0,,391000000.0,71948000000.0,,,1168000000.0,,,,10000000.0,524306149916.681,11699999.8092651,,,2558000000.0,83000000.0,120000000.0
1998,140000000.0,4664602722.20505,,,96000000.0,22000000.0,,,,5282000000.0,55000000.0,,,8307000000.0,10399000000.0,181000000.0,,,32000000.0,,294000000.0,654000000.0,327000000.0,310000000.0,97000000.0,138000000.0,33000000.0,,98000000.0,6019000000.0,126000000.0,,,138000000.0,44000000.0,13384000000.0,11436689643.6324,8754000000.0,,1174000000.0,9943000000.0,331000000.0,210000000.0,,69000000.0,1455000000.0,,32000000.0,466000000.0,1059034961.78316,,,,536000000.0,,60253000000.0,15899999.6185303,,4577000000.0,380000000.0,,,,,,,325000000.0,1271000000.0,181966784080.853,,7119000000.0,197000000.0,51000000.0,199793234725.233,,2565000000.0,67000000.0,,,4800000.19073486,158000000.0,41458000000.0,239000000.0,145000000.0,,34000000.0,,,7000000.0,,,,190000000.0,,69000000.0,419934880331.29,13474000000.0,142000000.0,3304174417.11996,,,1496000000.0,,,,,,4350963515.38401,,,,,155000000.0,,399000000.0,3233000000.0,20539000000.0,223000000.0,642000000.0,35334000000.0,549000000.0,,25000000.0,35000000.0,,,4027000000.0,2823000000.0,21499951447.2518,29000000.0,,,423000000.0,,26694361009.9939,2970422609.79625,,,326000000.0,,,16000000.0,,304000000.0,,355000000.0,,,496000000.0,,73000000.0,140000000.0,55000000.0,,4834000000.0,,,39000000.0,67000000.0,221000000.0,31000000.0,,,50000000.0,,,47000000.0,203000000.0,49000000.0,2160000000.0,83026298529.5812,,,39000000.0,1589000000.0,94000000.0,13474000000.0,5069000000.0,107000000.0,,1383000000.0,370981392528.266,542000000.0,,565000000.0,245000000.0,642000000.0,2022000000.0,,,4524000000.0,,1242000000.0,,2776000000.0,223000000.0,295000000.0,,395144846341.068,,,504000000.0,,25000000.0,,,29000000.0,135000000.0,3222000000.0,10199999.8092651,13199999.8092651,,,,,,,,,1899999.97615814,49000000.0,527000000.0,601000000.0,8591000000.0,60000000.0,,29000000.0,,194000000.0,66000000.0,,,16000000.0,2246000000.0,,,24219707195.8844,,,,,,92000000.0,271000000.0,,,521000000.0,,487000000.0,,,78423000000.0,,,1319000000.0,,,,,529210822595.795,11300000.1907349,,160000000.0,2500000000.0,81000000.0,131000000.0
1999,151000000.0,4870963354.40863,,,142000000.0,35000000.0,,,,5228000000.0,51000000.0,,,8798000000.0,7517000000.0,149000000.0,,,63000000.0,,375000000.0,747000000.0,395000000.0,310000000.0,101000000.0,133000000.0,39000000.0,,117000000.0,3551000000.0,132000000.0,,,155000000.0,33000000.0,13999000000.0,10569138966.6705,7646000000.0,,1032000000.0,11621000000.0,337000000.0,192000000.0,,71000000.0,1339000000.0,,47000000.0,509000000.0,1141221710.4803,,,,560000000.0,,61215000000.0,11600000.3814697,,4899000000.0,391000000.0,,,,,,242646025952.13,385000000.0,1218000000.0,177134650617.984,,,255000000.0,57000000.0,195381339908.395,,2525000000.0,82000000.0,31630000000.0,,4900000.09536743,195000000.0,,135000000.0,151000000.0,,29000000.0,,,8000000.0,4014000000.0,,,216000000.0,,82000000.0,425576699400.011,13134000000.0,166000000.0,3321737873.07253,806000000.0,,1590000000.0,,,,,,4484057424.37351,,,,2712000000.0,638000000.0,,440000000.0,3411000000.0,19587000000.0,256000000.0,536000000.0,41213000000.0,455000000.0,,27000000.0,41000000.0,,,5555000000.0,2574000000.0,19382979002.2795,17000000.0,,,574000000.0,,24507654653.6214,3065167173.82563,,,341000000.0,,,17000000.0,,350000000.0,,321000000.0,,,578000000.0,,69000000.0,133000000.0,58000000.0,,5192000000.0,100000.001490116,,42000000.0,65000000.0,231000000.0,26000000.0,,,45000000.0,,140000000.0,,210000000.0,52000000.0,2382000000.0,82530710920.8562,,,35000000.0,640000000.0,114000000.0,13468000000.0,5185000000.0,116000000.0,,1430000000.0,375692564337.759,583000000.0,,447000000.0,259000000.0,652000000.0,1737000000.0,,,3810000000.0,,1172000000.0,,2758000000.0,181000000.0,301000000.0,147303038.750213,401734673007.595,,,428000000.0,,28000000.0,,,35000000.0,136000000.0,4217000000.0,11399999.6185303,44200000.7629395,205000000.0,,,,,,,,2200000.04768372,47000000.0,387000000.0,579000000.0,8927000000.0,35000000.0,,28000000.0,,,53000000.0,,,17000000.0,2870000000.0,,,22136235766.7274,,,,,,106000000.0,276000000.0,,,403000000.0,,460000000.0,,,77260000000.0,,,1483000000.0,,,,,535279428869.241,4300000.19073486,,164000000.0,2717000000.0,100000000.0,
2000,163000000.0,5118278498.15845,,,146000000.0,290000000.0,,,3019000000.0,5460000000.0,56000000.0,,,9065000000.0,7001000000.0,138000000.0,,,50000000.0,30000000.0,471000000.0,764000000.0,425000000.0,348000000.0,92000000.0,247000000.0,44000000.0,,116000000.0,4548000000.0,141000000.0,,,209000000.0,33000000.0,15125000000.0,9875015637.57507,7837000000.0,,904000000.0,14169000000.0,291000000.0,241000000.0,,59000000.0,1452000000.0,,41000000.0,545000000.0,1297376533.00487,,,,543000000.0,,57607000000.0,14800000.1907349,,4669000000.0,440000000.0,,,,,,231860171977.039,416000000.0,1206000000.0,167588378742.32,,,253000000.0,80000000.0,185483954236.667,,2293000000.0,96000000.0,29016000000.0,,5300000.19073486,183000000.0,,129000000.0,162000000.0,,13000000.0,,,19000000.0,4564000000.0,,,216000000.0,,77000000.0,432448733979.883,12502000000.0,198000000.0,3317109405.5494,634000000.0,173000000.0,1722000000.0,102438088638.555,107657803173.816,,,,4789169471.64698,,3686000000.0,,2626000000.0,671000000.0,,,3733000000.0,18170000000.0,238000000.0,387000000.0,42643000000.0,483000000.0,156000000.0,28000000.0,52000000.0,,,7945000000.0,2852000000.0,22080150891.5502,,,,495000000.0,,27633786540.384,3340576930.38092,,,383000000.0,18225673158.4205,100562091976.505,195000000.0,,261000000.0,,281000000.0,,,506000000.0,,86000000.0,139000000.0,60000000.0,,6365000000.0,200000.002980232,98511475785.2168,58000000.0,66000000.0,224000000.0,30000000.0,,,54000000.0,,122000000.0,,203000000.0,53000000.0,2543000000.0,90991874547.1893,,,32000000.0,610000000.0,126000000.0,13649000000.0,4893000000.0,109000000.0,,1235000000.0,382612310135.925,629000000.0,,574000000.0,241000000.0,641000000.0,1841000000.0,11500000.0,,3417000000.0,,1333000000.0,,2754000000.0,154000000.0,290000000.0,170206865.394117,407683217912.025,,,447000000.0,,35000000.0,,,55000000.0,125000000.0,4535000000.0,12199999.8092651,34500000.0,219000000.0,,,,,,,,2200000.04768372,67000000.0,341000000.0,544000000.0,8959000000.0,32000000.0,,44000000.0,,,56000000.0,,,15000000.0,3218000000.0,,,24965154249.3988,,,,,,190000000.0,310000000.0,,,369000000.0,,561000000.0,,381000000.0,85490000000.0,,,1647000000.0,,,,,551273675403.371,,,127000000.0,2684000000.0,102000000.0,
2001,156000000.0,4740785820.84279,,,80000000.0,269000000.0,,,3321000000.0,4888000000.0,59000000.0,,,8184000000.0,7408000000.0,119000000.0,,10878000000.0,48000000.0,35000000.0,341000000.0,836000000.0,423000000.0,342000000.0,96000000.0,486000000.0,45000000.0,,114000000.0,3765000000.0,149000000.0,456000000.0,,215000000.0,29000000.0,14634000000.0,10377656668.989,7540000000.0,,939000000.0,14992000000.0,289000000.0,199000000.0,,82000000.0,1556000000.0,,55000000.0,430000000.0,1243368098.14675,,,,568000000.0,,56437000000.0,12899999.6185303,,4861000000.0,425000000.0,,,,,16359925019.0315,227830016490.513,465000000.0,1248000000.0,164195397871.453,,,253000000.0,50000000.0,181789022568.15,,2442000000.0,84000000.0,28781000000.0,,5400000.09536743,256000000.0,,136000000.0,165000000.0,,26000000.0,,5500000.0,30000000.0,4190000000.0,,,266000000.0,,62000000.0,417287840774.229,12317000000.0,205000000.0,3329310215.13719,677000000.0,168000000.0,1887000000.0,106710030820.47,112017065569.036,,,,4651436245.20113,,4367000000.0,,2956000000.0,714000000.0,,,3887000000.0,17002000000.0,227000000.0,420000000.0,35526000000.0,761000000.0,183000000.0,21000000.0,59000000.0,,,8349000000.0,3207000000.0,21198407655.7264,4099999.90463257,,,572000000.0,,26908017456.7879,3151598019.20245,,,402000000.0,19760890432.5701,104771725025.348,166000000.0,,227000000.0,,255000000.0,,,589000000.0,,90000000.0,179000000.0,59000000.0,,6685000000.0,300000.011920929,102580730105.576,60000000.0,65000000.0,204000000.0,32000000.0,,,59000000.0,,132000000.0,,216000000.0,52000000.0,3391000000.0,87558935564.1239,,,33000000.0,858000000.0,128000000.0,13061000000.0,4718000000.0,128000000.0,,1255000000.0,366333292403.255,703000000.0,,555000000.0,227000000.0,773000000.0,1918000000.0,14100000.3814697,,3595000000.0,,1456000000.0,,2606000000.0,130000000.0,361000000.0,155388536.719445,391935402053.036,,,475000000.0,9760000000.0,33000000.0,,,74000000.0,112000000.0,6600000000.0,10500000.0,42200000.7629395,247000000.0,,,,,,,,2000000.0,62000000.0,340000000.0,560000000.0,7916000000.0,31000000.0,,41000000.0,,,56000000.0,,20759842843.0345,20000000.0,3334000000.0,,,24138606580.7507,,,,,,172000000.0,322000000.0,,4199999.80926514,363000000.0,,676000000.0,,338000000.0,82185000000.0,,,1718000000.0,,,,,538197393340.728,,,136000000.0,2366000000.0,102000000.0,
2002,172000000.0,4638409267.15196,,,52000000.0,386000000.0,,,3651000000.0,2744000000.0,85000000.0,,,8640000000.0,7743000000.0,110000000.0,,11270000000.0,49000000.0,36000000.0,309000000.0,1018000000.0,550000000.0,338000000.0,112000000.0,527000000.0,48000000.0,,114000000.0,2929000000.0,146000000.0,398000000.0,,197000000.0,29000000.0,14257000000.0,11429669530.6559,7633000000.0,,932000000.0,16759000000.0,490000000.0,205000000.0,,85000000.0,1355000000.0,,63000000.0,427000000.0,1305595207.87459,,137000000.0,,582000000.0,1797000000.0,59550000000.0,7699999.80926514,,5838000000.0,429000000.0,,,67424102394.8632,,19014099505.6499,243867666898.489,507000000.0,1309000000.0,173842021558.558,,,305000000.0,55000000.0,193107727497.34,,2440000000.0,79000000.0,30270000000.0,,5300000.19073486,234000000.0,,189000000.0,184000000.0,,38000000.0,,10199999.8092651,,2456000000.0,,,329000000.0,,44000000.0,431121895155.12,12418000000.0,221000000.0,3708736833.48019,852000000.0,172000000.0,2211000000.0,113853418023.044,119399007357.12,,,5042000000.0,5012992609.24289,,4350000000.0,,3835000000.0,3990000000.0,,373000000.0,3322000000.0,19652000000.0,274000000.0,504000000.0,34977000000.0,863000000.0,,27000000.0,64000000.0,,,11440000000.0,3412000000.0,18589747944.2109,4300000.19073486,,,654000000.0,,23887582717.3964,3171361485.1785,,,438000000.0,24635655391.5521,112629071521.35,164000000.0,,334000000.0,1936000000.0,267000000.0,512000000.0,,669000000.0,,109000000.0,192000000.0,60000000.0,,7087000000.0,300000.011920929,110248208201.769,60000000.0,62000000.0,180000000.0,34000000.0,,,125000000.0,,115000000.0,,223000000.0,86000000.0,3330000000.0,84664993323.3943,,,29000000.0,910000000.0,125000000.0,14201000000.0,5610000000.0,108000000.0,,1386000000.0,377816368409.7,702000000.0,,491000000.0,252000000.0,806000000.0,1874000000.0,18200000.7629395,,3440000000.0,,1319000000.0,,2635000000.0,117000000.0,373000000.0,151061262.024656,406053347831.537,264000000.0,,448000000.0,11362000000.0,,,7370000000.0,91000000.0,112000000.0,8212000000.0,8500000.0,39099998.4741211,266000000.0,,,105000000.0,,,,,1799999.95231628,54000000.0,506000000.0,647000000.0,8221000000.0,,,53000000.0,,,80000000.0,,23356542107.9007,26000000.0,3888000000.0,,,21320510884.242,,,,,,208000000.0,303000000.0,,3900000.09536743,361000000.0,,794000000.0,,243000000.0,79362000000.0,,,1546000000.0,,,,11000000.0,559532446364.166,,,135000000.0,2251000000.0,109000000.0,
2003,213000000.0,6366600631.26305,,,49000000.0,507000000.0,,,3956000000.0,2997000000.0,97000000.0,,,10434000000.0,9761000000.0,120000000.0,,13402000000.0,53000000.0,50000000.0,389000000.0,1467000000.0,492000000.0,404000000.0,145000000.0,436000000.0,50000000.0,,197000000.0,2874000000.0,153000000.0,469000000.0,,235000000.0,31000000.0,16309000000.0,13167559240.2643,9148000000.0,,1109000000.0,16716000000.0,551000000.0,272000000.0,,118000000.0,1349000000.0,7900000.09536743,89000000.0,484000000.0,1311465689.92438,,176000000.0,,700293945.3125,2177000000.0,72839000000.0,9899999.61853027,,6659000000.0,408000000.0,,,66117035342.2916,,22360205315.5358,290635753966.245,500000000.0,1465000000.0,208808005556.133,,,404000000.0,63000000.0,230180780185.356,,2956000000.0,88000000.0,35807000000.0,,5500000.0,239000000.0,,170000000.0,216000000.0,,36000000.0,8000000.0,21299999.2370605,,2441000000.0,,,373000000.0,,30000000.0,476216153975.427,11447000000.0,274000000.0,4187570858.31243,709000000.0,202000000.0,2700000000.0,119010227357.324,127532445261.779,,,4427000000.0,5557633181.15214,,4385000000.0,,4832000000.0,4120000000.0,,524000000.0,3341000000.0,23748000000.0,269000000.0,503000000.0,36505000000.0,783000000.0,,35000000.0,60000000.0,,,11063000000.0,3750000000.0,19306926198.2335,5000000.0,3319000000.0,,689000000.0,,24737019059.26,3469011638.6877,,,462000000.0,27042044870.5184,121399979965.704,242000000.0,,476000000.0,2445000000.0,365000000.0,471000000.0,,845000000.0,,118000000.0,67000000.0,60000000.0,,7252000000.0,300000.011920929,118933161625.309,71000000.0,94000000.0,238000000.0,36000000.0,13828871174.7317,,144000000.0,,141000000.0,,236000000.0,70000000.0,3401000000.0,88642355190.497,,,39000000.0,2076000000.0,139000000.0,15887000000.0,7089000000.0,119000000.0,,1649000000.0,426182758415.402,804000000.0,,1163000000.0,267000000.0,847000000.0,1649000000.0,16399999.6185303,52000000.0,3286000000.0,,1420000000.0,,2983000000.0,115000000.0,312000000.0,161475151.055479,455205562131.905,335000000.0,,572000000.0,13427000000.0,,,4165000000.0,119000000.0,129000000.0,8382000000.0,6400000.09536743,37799999.2370605,311000000.0,,,144000000.0,,,,,1799999.95231628,68000000.0,662000000.0,805000000.0,9375000000.0,23000000.0,,54000000.0,734000000.0,,,,26267131847.8075,37000000.0,3538000000.0,,,21898993821.2302,,13514402945.601,13199999.8092651,,,143000000.0,355000000.0,,4300000.19073486,375000000.0,,953000000.0,,236000000.0,81708000000.0,,,1311000000.0,,,,14000000.0,614950949569.096,,,134000000.0,3655000000.0,115000000.0,
2004,248000000.0,7454375621.60349,,,86000000.0,669000000.0,,,4472000000.0,3208000000.0,199000000.0,,,14702000000.0,10812000000.0,140000000.0,29000000.0,15456000000.0,59000000.0,67000000.0,442000000.0,1935000000.0,528000000.0,469000000.0,162000000.0,500000000.0,47000000.0,,232000000.0,3752000000.0,163000000.0,382000000.0,,280000000.0,32000000.0,19267000000.0,16559247221.9194,10518000000.0,,1251000000.0,21360000000.0,571000000.0,394000000.0,,176000000.0,1543000000.0,9399999.61853027,93000000.0,530000000.0,1475549713.68677,,195000000.0,,906639831.542969,2682000000.0,80321000000.0,14000000.0,,7279000000.0,448000000.0,,,74329339727.2902,,29014846624.4598,324427256928.336,577000000.0,1543000000.0,225942018433.212,,,486000000.0,59000000.0,252186676228.691,,3385000000.0,118000000.0,36362000000.0,,6699999.80926514,275000000.0,,196000000.0,270000000.0,,29000000.0,6000000.0,22299999.2370605,,2882000000.0,,,488000000.0,,,545942616638.884,13270000000.0,300000000.0,4849039782.79169,881000000.0,206000000.0,2482000000.0,145212476139.103,155414047792.893,,,4569000000.0,6257871071.0223,,5783000000.0,,5291000000.0,4402000000.0,,699000000.0,3663000000.0,24076000000.0,318000000.0,585000000.0,48175000000.0,997000000.0,,73000000.0,80000000.0,,,13507000000.0,4147000000.0,21938023961.1251,8000000.0,3719000000.0,29000000.0,789000000.0,,28162554650.7892,4106786117.89614,,,499000000.0,32586181629.4976,146683744945.187,278000000.0,,643000000.0,2920000000.0,428000000.0,529000000.0,,912000000.0,,135000000.0,108000000.0,75000000.0,,8034000000.0,400000.005960464,143980507236.11,85000000.0,125000000.0,291000000.0,32000000.0,15060587561.9497,,207000000.0,,140000000.0,,277000000.0,70000000.0,3822000000.0,101839636165.174,,,42000000.0,,154000000.0,16937000000.0,8894000000.0,205000000.0,,2229000000.0,487892076109.607,823000000.0,,1612000000.0,294000000.0,852000000.0,1526000000.0,18200000.7629395,71900001.5258789,5086000000.0,,1584000000.0,,3370000000.0,121000000.0,336000000.0,208685646.193052,522092808550.034,425000000.0,,672000000.0,16082000000.0,,,,176000000.0,138000000.0,9291000000.0,12300000.1907349,30299999.2370605,373000000.0,,,208000000.0,,,,,2099999.90463257,85000000.0,900000000.0,937000000.0,11088000000.0,54000000.0,,53000000.0,688000000.0,,,,34977239804.2854,38000000.0,5343000000.0,,,24966361497.6827,,14722316748.9611,16200000.7629395,,,141000000.0,427000000.0,,4599999.90463257,470000000.0,158000000.0,2660000000.0,,267000000.0,93343000000.0,,,1604000000.0,,,,15000000.0,711890593974.735,11899999.6185303,,183000000.0,4237000000.0,86000000.0,
2005,250000000.0,9095631488.05352,,3182179276.53673,135000000.0,808000000.0,,,6186000000.0,3554000000.0,255000000.0,,,16153000000.0,11077000000.0,188000000.0,62000000.0,16771000000.0,58000000.0,74000000.0,371000000.0,1858000000.0,574000000.0,528000000.0,158000000.0,516000000.0,45000000.0,,257000000.0,5905000000.0,158000000.0,374000000.0,,283000000.0,46000000.0,22746000000.0,18329758038.3573,11218000000.0,,1114000000.0,,549000000.0,480000000.0,54000000.0,,1934000000.0,19100000.3814697,82000000.0,591000000.0,1627568735.70192,,164000000.0,,1001000000.0,2603000000.0,84513000000.0,14399999.6185303,,6850000000.0,511000000.0,660000000.0,,86160545306.4348,,32513581822.1651,347968473183.162,644000000.0,1932000000.0,241710940686.577,,,530000000.0,,268095960506.933,11913977402.6424,3620000000.0,132000000.0,38633000000.0,,6900000.09536743,346000000.0,,237000000.0,472000000.0,,38000000.0,7000000.0,18899999.6185303,,3044000000.0,,,532000000.0,,,585519170405.006,13305000000.0,321000000.0,6213974475.36228,786000000.0,174000000.0,2721000000.0,166177253502.032,178015989569.142,11790449995.9167,3929732536.176,4740000000.0,7415626035.10383,,8277000000.0,,6185000000.0,4112000000.0,627000000.0,991000000.0,4146000000.0,26764000000.0,290000000.0,653000000.0,48096000000.0,940000000.0,,94000000.0,137000000.0,9300000.19073486,,16924000000.0,4997000000.0,26189902364.4987,10000000.0,3565000000.0,33000000.0,920000000.0,,32816692448.1944,5172133344.47538,,,552000000.0,38649464922.7957,168362996906.549,271000000.0,,,3015000000.0,655000000.0,475000000.0,,999000000.0,,170000000.0,164000000.0,94000000.0,51617139198.1704,8951000000.0,25500000.0,164690332295.121,97000000.0,133000000.0,311000000.0,34000000.0,15149635306.7824,,142000000.0,,187000000.0,,295000000.0,84000000.0,4339000000.0,109825108035.687,,,42000000.0,501000000.0,162000000.0,,10400000000.0,221000000.0,,2671000000.0,523023550869.125,863000000.0,,1753000000.0,388000000.0,970000000.0,3286000000.0,18000000.0,56200000.7629395,5887000000.0,5846620234.83393,1663000000.0,,3742000000.0,130000000.0,223000000.0,254056551.725194,555822074875.665,430000000.0,,1071000000.0,17963000000.0,75000000.0,,,667000000.0,144000000.0,10070000000.0,11199999.8092651,33599998.4741211,288000000.0,,,260000000.0,12738587257.2327,,12802149276.723,,500000.0,94000000.0,1122000000.0,1019000000.0,11088000000.0,60000000.0,,59000000.0,584000000.0,,,,39179524873.34,42000000.0,4920000000.0,,,29429632890.501,,14937012575.6564,16000000.0,,12802149276.723,234000000.0,452000000.0,3563000000.0,4599999.90463257,577000000.0,185000000.0,3078000000.0,,331000000.0,98694000000.0,,,1843000000.0,,,900000000.0,13000000.0,772312118155.618,20299999.2370605,,224000000.0,4812000000.0,87000000.0,
